,date,time,stock,style,volumns,price,total_b,sell_date,sell_time
2594,2019-06-14,13:24:00,首航节能(002665.XSHE),卖,-27500股,3.63,(99825),,
2595,2019-06-14,14:40:00,方正证券(601901.XSHG),买,14400股,6.91,99504,2019-07-08,10:55:00
2596,2019-06-14,14:40:00,皖江物流(600575.XSHG),买,35700股,2.80,99960,2019-07-08,10:06:00
2597,2019-06-14,14:40:00,联络互动(002280.XSHE),买,27100股,3.68,99728,2019-06-28,09:41:00
2598,2019-06-14,14:40:00,古井贡酒(000596.XSHE),买,900股,103.97,93573,2019-07-23,09:31:00
2599,2019-06-14,14:43:00,金科文化(300459.XSHE),卖,-17500股,5.77,(100975),,
2600,2019-06-14,14:52:00,索菲亚(002572.XSHE),卖,-5200股,18.17,(94484),,
2601,2019-06-17,09:31:00,中粮糖业(600737.XSHG),卖,-12000股,8.45,(101400),,
2602,2019-06-17,09:32:00,大族激光(002008.XSHE),卖,-3000股,33.60,(100800),,
2603,2019-06-17,14:40:00,华润三九(000999.XSHE),买,3700股,26.56,98272,2019-07-18,09:30:00
2604,2019-06-17,14:40:00,长春高新(000661.XSHE),买,300股,303.07,90921,2019-07-03,14:28:00
2605,2019-06-17,14:40:00,马应龙(600993.XSHG),买,5700股,17.30,98610,2019-07-08,10:31:00
2606,2019-06-17,14:40:00,丽珠集团(000513.XSHE),买,3300股,30.20,99660,,
2607,2019-06-17,14:40:00,燕京啤酒(000729.XSHE),买,15500股,6.43,99665,2019-07-08,10:48:00
2608,2019-06-18,09:41:00,永辉超市(601933.XSHG),卖,-9700股,9.76,(94672),,
2609,2019-06-18,14:40:00,力帆股份(601777.XSHG),买,24800股,4.03,99944,2019-06-28,09:32:00
2610,2019-06-19,14:40:00,南极电商(002127.XSHE),买,9600股,10.41,99936,2019-07-04,09:56:00
2611,2019-06-19,14:40:00,福斯特(603806.XSHG),买,2800股,35.04,98112,2019-08-19,09:41:00
2612,2019-06-20,14:40:00,浙江龙盛(600352.XSHG),买,6300股,15.68,98784,2019-06-25,13:00:00
2613,2019-06-20,14:40:00,老百姓(603883.XSHG),买,1800股,55.18,99324,2019-06-25,11:21:00
2614,2019-06-20,14:40:00,延安必康(002411.XSHE),买,5800股,17.09,99122,2019-07-22,09:41:00
2615,2019-06-20,14:40:00,水井坊(600779.XSHG),买,2000股,47.80,95600,2019-07-04,09:30:00
2616,2019-06-21,14:40:00,生益科技(600183.XSHG),买,6900股,14.49,99981,2019-07-18,09:39:00
2617,2019-06-21,14:40:00,外高桥(600648.XSHG),买,4900股,20.11,98539,2019-07-08,09:56:00
2618,2019-06-21,14:40:00,科伦药业(002422.XSHE),买,3400股,28.67,97478,2019-07-09,09:30:00
2619,2019-06-21,14:40:00,卧龙电驱(600580.XSHG),买,11300股,8.84,99892,2019-06-25,11:10:00
2620,2019-06-21,14:40:00,新华文轩(601811.XSHG),买,8100股,12.29,99549,2019-07-09,09:48:00
2621,2019-06-24,14:40:00,中国软件(600536.XSHG),买,1800股,55.12,99216,2019-06-28,09:36:00
2622,2019-06-24,14:40:00,圣农发展(002299.XSHE),买,3900股,25.09,97851,2019-07-10,14:49:00
2623,2019-06-24,14:40:00,九鼎投资(600053.XSHG),买,4000股,24.74,98960,2019-06-28,09:31:00
2624,2019-06-24,14:40:00,通威股份(600438.XSHG),买,6800股,14.65,99620,2019-06-26,09:31:00
2625,2019-06-24,14:40:00,本钢板材(000761.XSHE),买,23000股,4.34,99820,2019-07-10,09:31:00
2626,2019-06-25,09:31:00,海南矿业(601969.XSHG),卖,-17500股,5.87,(102725),,
2627,2019-06-25,09:49:00,招商银行(600036.XSHG),卖,-3000股,36.41,(109230),,
2628,2019-06-25,11:10:00,卧龙电驱(600580.XSHG),卖,-11300股,8.38,(94694),,
2629,2019-06-25,11:21:00,老百姓(603883.XSHG),卖,-1800股,54.44,(97992),,
2630,2019-06-25,13:00:00,浙江龙盛(600352.XSHG),卖,-6300股,14.87,(93681),,
2631,2019-06-25,13:15:00,汇川技术(300124.XSHE),卖,-4400股,22.78,(100232),,
2632,2019-06-25,14:22:00,广汽集团(601238.XSHG),卖,-9400股,10.62,(99828),,
2633,2019-06-25,14:40:00,长电科技(600584.XSHG),买,7800股,12.69,98982,2019-07-03,10:41:00
2634,2019-06-25,14:40:00,康弘药业(002773.XSHE),买,3000股,33.24,99720,2019-07-05,09:57:00
2635,2019-06-26,09:31:00,通威股份(600438.XSHG),卖,-6800股,13.83,(94044),,
2636,2019-06-26,14:40:00,大参林(603233.XSHG),买,2200股,44.15,97130,2019-07-04,11:28:00
2637,2019-06-26,14:40:00,海大集团(002311.XSHE),买,3200股,30.59,97888,2019-07-04,09:34:00
2638,2019-06-28,09:31:00,九鼎投资(600053.XSHG),卖,-4000股,23.64,(94560),,
2639,2019-06-28,09:32:00,力帆股份(601777.XSHG),卖,-24800股,4.39,(108872),,
2640,2019-06-28,09:36:00,中国软件(600536.XSHG),卖,-1800股,52.46,(94428),,
2641,2019-06-28,09:41:00,昆仑万维(300418.XSHE),卖,-7500股,13.19,(98925),,
2642,2019-06-28,09:41:00,联络互动(002280.XSHE),卖,-27100股,3.64,(98644),,
2643,2019-06-28,10:43:00,王府井(600859.XSHG),卖,-6600股,15.09,(99594),,
2644,2019-06-28,14:40:00,申通快递(002468.XSHE),买,4000股,24.84,99360,2019-07-15,09:54:00
2645,2019-07-01,14:40:00,欧派家居(603833.XSHG),买,900股,109.98,98982,2019-07-15,09:41:00
2646,2019-07-02,10:53:00,汇顶科技(603160.XSHG),卖,-800股,144.13,(115304),,
2647,2019-07-02,14:40:00,桃李面包(603866.XSHG),买,2400股,41.38,99312,2019-07-09,09:37:00
2648,2019-07-02,14:40:00,牧原股份(002714.XSHE),买,1500股,63.30,94950,2019-07-04,11:13:00
2649,2019-07-02,14:40:00,恩捷股份(002812.XSHE),买,1900股,50.37,95703,,
2650,2019-07-02,14:40:00,大名城(600094.XSHG),买,15300股,6.51,99603,2019-07-25,09:43:00
2651,2019-07-03,09:30:00,丽珠集团(000513.XSHE),卖,-4290股,25.27,(108408.3),,
2652,2019-07-03,09:53:00,景旺电子(603228.XSHG),卖,-2800股,38.79,(108612),,
2653,2019-07-03,10:41:00,长电科技(600584.XSHG),卖,-7800股,12.87,(100386),,
2654,2019-07-03,14:28:00,长春高新(000661.XSHE),卖,-300股,331.59,(99477),,
2655,2019-07-03,14:40:00,沙钢股份(002075.XSHE),买,12400股,8.07,100068,2019-07-10,14:43:00
2656,2019-07-03,14:40:00,综艺股份(600770.XSHG),买,14700股,6.79,99813,2019-07-08,09:39:00
2657,2019-07-04,09:30:00,水井坊(600779.XSHG),卖,-2000股,51.49,(102980),,
2658,2019-07-04,09:34:00,海大集团(002311.XSHE),卖,-3200股,29.31,(93792),,
2659,2019-07-04,09:56:00,南极电商(002127.XSHE),卖,-9600股,10.99,(105504),,
2660,2019-07-04,11:13:00,牧原股份(002714.XSHE),卖,-1500股,59.99,(89985),,
2661,2019-07-04,11:28:00,大参林(603233.XSHG),卖,-2200股,46.31,(101882),,
2662,2019-07-04,14:40:00,搜于特(002503.XSHE),买,36100股,2.77,99997,2019-07-08,10:39:00
2663,2019-07-04,14:40:00,正邦科技(002157.XSHE),买,5600股,17.64,98784,2019-07-22,13:25:00
2664,2019-07-05,09:30:00,泰禾集团(000732.XSHE),卖,-12600股,7.81,(98406),,
2665,2019-07-05,09:57:00,康弘药业(002773.XSHE),卖,-3000股,32.00,(96000),,
2666,2019-07-05,14:40:00,贵州百灵(002424.XSHE),买,9900股,10.04,99396,2019-07-15,09:41:00
2667,2019-07-08,09:30:00,航发控制(000738.XSHE),卖,-7400股,14.34,(106116),,
2668,2019-07-08,09:39:00,综艺股份(600770.XSHG),卖,-14700股,6.47,(95109),,
2669,2019-07-08,09:47:00,九州通(600998.XSHG),卖,-7900股,12.10,(95590),,
2670,2019-07-08,09:47:00,承德露露(000848.XSHE),卖,-11800股,8.41,(99238),,
2671,2019-07-08,09:56:00,外高桥(600648.XSHG),卖,-4900股,20.10,(98490),,
2672,2019-07-08,09:57:00,东方明珠(600637.XSHG),卖,-9800股,10.21,(100058),,
2673,2019-07-08,10:03:00,南山铝业(600219.XSHG),卖,-43800股,2.24,(98112),,
2674,2019-07-08,10:06:00,皖江物流(600575.XSHG),卖,-35700股,2.82,(100674),,
2675,2019-07-08,10:22:00,中远海发(601866.XSHG),卖,-36900股,2.75,(101475),,
2676,2019-07-08,10:29:00,长江证券(000783.XSHE),卖,-14100股,7.51,(105891),,
2677,2019-07-08,10:31:00,马应龙(600993.XSHG),卖,-5700股,17.94,(102258),,
2678,2019-07-08,10:39:00,搜于特(002503.XSHE),卖,-36100股,2.65,(95665),,
2679,2019-07-08,10:48:00,燕京啤酒(000729.XSHE),卖,-15500股,6.62,(102610),,
2680,2019-07-08,10:49:00,国药一致(000028.XSHE),卖,-2400股,40.84,(98016),,
2681,2019-07-08,10:53:00,中国交建(601800.XSHG),卖,-9000股,10.96,(98640),,
2682,2019-07-08,10:55:00,华侨城A(000069.XSHE),卖,-14400股,7.10,(102240),,
2683,2019-07-08,10:55:00,方正证券(601901.XSHG),卖,-14400股,6.88,(99072),,
2684,2019-07-08,14:40:00,华能国际(600011.XSHG),买,15900股,6.28,99852,2019-08-26,10:13:00
2685,2019-07-08,14:40:00,新希望(000876.XSHE),买,5200股,18.93,98436,2019-07-18,11:27:00
2686,2019-07-09,09:30:00,科伦药业(002422.XSHE),卖,-3400股,28.12,(95608),,
2687,2019-07-09,09:30:00,恩捷股份(002812.XSHE),卖,-3230股,29.28,(94574.4),,
2688,2019-07-09,09:37:00,桃李面包(603866.XSHG),卖,-2400股,39.32,(94368),,
2689,2019-07-09,09:48:00,新华文轩(601811.XSHG),卖,-8100股,11.75,(95175),,
2690,2019-07-09,14:40:00,温氏股份(300498.XSHE),买,2600股,38.45,99970,2019-07-26,10:54:00
2691,2019-07-10,09:31:00,本钢板材(000761.XSHE),卖,-23000股,4.27,(98210),,
2692,2019-07-10,09:44:00,福田汽车(600166.XSHG),卖,-41600股,2.35,(97760),,
2693,2019-07-10,09:58:00,海螺水泥(600585.XSHG),卖,-2500股,40.93,(102325),,
2694,2019-07-10,10:03:00,上汽集团(600104.XSHG),卖,-4000股,25.57,(102280),,
2695,2019-07-10,14:43:00,沙钢股份(002075.XSHE),卖,-12400股,7.63,(94612),,
2696,2019-07-10,14:49:00,圣农发展(002299.XSHE),卖,-3900股,26.00,(101400),,
2697,2019-07-11,14:40:00,东方时尚(603377.XSHG),买,6600股,15.12,99792,2019-07-17,11:18:00
2698,2019-07-12,14:40:00,彤程新材(603650.XSHG),买,4800股,20.59,98832,2019-07-22,09:40:00
2699,2019-07-15,09:41:00,欧派家居(603833.XSHG),卖,-900股,106.96,(96264),,
2700,2019-07-15,09:41:00,贵州百灵(002424.XSHE),卖,-9900股,9.51,(94149),,
2701,2019-07-15,09:54:00,申通快递(002468.XSHE),卖,-4000股,25.76,(103040),,
2702,2019-07-15,14:40:00,白云机场(600004.XSHG),买,5700股,17.32,98724,2019-08-06,09:30:00
2703,2019-07-15,14:40:00,芒果超媒(300413.XSHE),买,2500股,39.21,98025,2019-07-22,10:03:00
2704,2019-07-15,14:40:00,中国太保(601601.XSHG),买,2600股,38.02,98852,2019-08-02,09:30:00
2705,2019-07-15,14:40:00,滨化股份(601678.XSHG),买,14800股,6.74,99752,2019-07-22,09:32:00
2706,2019-07-16,14:40:00,深圳华强(000062.XSHE),买,7600股,13.14,99864,2019-08-02,09:31:00
2707,2019-07-16,14:40:00,通威股份(600438.XSHG),买,7400股,13.37,98938,2019-08-02,09:30:00
2708,2019-07-16,14:40:00,中文传媒(600373.XSHG),买,7900股,12.58,99382,2019-08-06,09:30:00
2709,2019-07-16,14:40:00,光迅科技(002281.XSHE),买,3700股,26.45,97865,2019-07-22,09:38:00
2710,2019-07-16,14:40:00,国脉科技(002093.XSHE),买,10900股,9.14,99626,2019-07-18,14:37:00
2711,2019-07-17,11:18:00,东方时尚(603377.XSHG),卖,-6600股,14.52,(95832),,
2712,2019-07-17,14:40:00,歌华有线(600037.XSHG),买,10000股,9.93,99300,2019-08-06,09:30:00
2713,2019-07-17,14:40:00,招商证券(600999.XSHG),买,5800股,17.00,98600,2019-08-02,09:31:00
2714,2019-07-17,14:40:00,中金岭南(000060.XSHE),买,22300股,4.48,99904,2019-08-01,10:44:00
2715,2019-07-17,14:40:00,大北农(002385.XSHE),买,18200股,5.48,99736,2019-08-02,11:06:00
2716,2019-07-17,14:40:00,广晟有色(600259.XSHG),买,2700股,36.80,99360,2019-07-22,09:33:00
2717,2019-07-18,09:30:00,美的集团(000333.XSHE),卖,-2000股,52.44,(104880),,
2718,2019-07-18,09:30:00,华润三九(000999.XSHE),卖,-3700股,29.68,(109816),,
2719,2019-07-18,09:31:00,长江电力(600900.XSHG),卖,-5900股,17.41,(102719),,
2720,2019-07-18,09:39:00,生益科技(600183.XSHG),卖,-6900股,14.56,(100464),,
2721,2019-07-18,09:41:00,宇通客车(600066.XSHG),卖,-7800股,13.17,(102726),,
2722,2019-07-18,11:27:00,新希望(000876.XSHE),卖,-5200股,19.19,(99788),,
2723,2019-07-18,14:37:00,国脉科技(002093.XSHE),卖,-10900股,8.67,(94503),,
2724,2019-07-18,14:40:00,中国长城(000066.XSHE),买,10600股,9.41,99746,2019-08-01,09:30:00
2725,2019-07-18,14:40:00,隆平高科(000998.XSHE),买,7200股,13.84,99648,2019-08-07,10:20:00
2726,2019-07-18,14:40:00,五矿发展(600058.XSHG),买,12200股,8.18,99796,2019-07-22,09:44:00
2727,2019-07-18,14:40:00,中泰化学(002092.XSHE),买,13200股,7.58,100056,2019-08-13,14:24:00
2728,2019-07-18,14:58:00,深圳机场(000089.XSHE),卖,-11600股,8.88,(103008),,
2729,2019-07-19,14:40:00,国投资本(600061.XSHG),买,7100股,14.05,99755,2019-07-31,09:43:00
2730,2019-07-19,14:40:00,恒力石化(600346.XSHG),买,8400股,11.85,99540,2019-07-25,10:06:00
2731,2019-07-19,14:40:00,白银有色(601212.XSHG),买,22800股,4.39,100092,2019-07-22,09:45:00
2732,2019-07-19,14:40:00,格林美(002340.XSHE),买,21000股,4.75,99750,2019-07-22,14:28:00
2733,2019-07-19,14:40:00,中科三环(000970.XSHE),买,9600股,10.41,99936,2019-07-22,09:41:00
2734,2019-07-22,09:32:00,滨化股份(601678.XSHG),卖,-14800股,7.12,(105376),,
2735,2019-07-22,09:33:00,广晟有色(600259.XSHG),卖,-2700股,35.52,(95904),,
2736,2019-07-22,09:38:00,光迅科技(002281.XSHE),卖,-3700股,25.13,(92981),,
2737,2019-07-22,09:40:00,彤程新材(603650.XSHG),卖,-4800股,19.62,(94176),,
2738,2019-07-22,09:41:00,延安必康(002411.XSHE),卖,-5800股,19.11,(110838),,
2739,2019-07-22,09:41:00,中科三环(000970.XSHE),卖,-9600股,9.81,(94176),,
2740,2019-07-22,09:44:00,五矿发展(600058.XSHG),卖,-12200股,7.78,(94916),,
2741,2019-07-22,09:45:00,白银有色(601212.XSHG),卖,-22800股,4.14,(94392),,
2742,2019-07-22,10:03:00,芒果超媒(300413.XSHE),卖,-2500股,37.13,(92825),,
2743,2019-07-22,13:25:00,正邦科技(002157.XSHE),卖,-5600股,19.68,(110208),,
2744,2019-07-22,14:28:00,格林美(002340.XSHE),卖,-21000股,4.52,(94920),,
2745,2019-07-22,14:40:00,露天煤业(002128.XSHE),买,11900股,8.38,99722,2019-08-06,09:30:00
2746,2019-07-22,14:40:00,洲际油气(600759.XSHG),买,29000股,3.44,99760,2019-07-29,09:31:00
2747,2019-07-22,14:40:00,陆家嘴(600663.XSHG),买,6700股,14.78,99026,2019-08-02,09:30:00
2748,2019-07-22,14:40:00,浦发银行(600000.XSHG),买,8600股,11.52,99072,2019-08-05,10:53:00
2749,2019-07-22,14:40:00,新城控股(601155.XSHG),买,3300股,29.90,98670,2019-07-23,09:31:00
2750,2019-07-23,09:31:00,古井贡酒(000596.XSHE),卖,-900股,117.42,(105678),,
2751,2019-07-23,09:31:00,新城控股(601155.XSHG),卖,-3300股,27.86,(91938),,
2752,2019-07-23,14:40:00,华林证券(002945.XSHE),买,5500股,17.92,98560,2019-07-25,09:31:00
2753,2019-07-23,14:40:00,南方航空(600029.XSHG),买,13300股,7.48,99484,2019-08-02,09:30:00
2754,2019-07-23,14:40:00,新城控股(601155.XSHG),买,3700股,26.76,99012,2019-08-02,09:30:00
2755,2019-07-23,14:40:00,中公教育(002607.XSHE),买,7100股,14.01,99471,2019-08-06,09:31:00
2756,2019-07-24,14:40:00,绝味食品(603517.XSHG),买,2600股,37.24,96824,2019-08-02,09:59:00
2757,2019-07-24,14:40:00,圆通速递(600233.XSHG),买,8300股,11.98,99434,2019-08-02,09:30:00
2758,2019-07-24,14:40:00,美亚光电(002690.XSHE),买,3100股,31.33,97123,2019-08-06,09:31:00
2759,2019-07-24,14:40:00,欣旺达(300207.XSHE),买,8300股,11.96,99268,2019-08-02,09:31:00
2760,2019-07-24,14:40:00,特锐德(300001.XSHE),买,5100股,19.61,100011,2019-08-01,09:31:00
2761,2019-07-25,09:31:00,华林证券(002945.XSHE),卖,-5500股,16.87,(92785),,
2762,2019-07-25,09:43:00,大名城(600094.XSHG),卖,-15300股,7.68,(117504),,
2763,2019-07-25,10:06:00,恒力石化(600346.XSHG),卖,-8400股,11.24,(94416),,
2764,2019-07-25,14:40:00,通化东宝(600867.XSHG),买,6500股,15.37,99905,2019-08-05,09:37:00
2765,2019-07-25,14:40:00,浦东金桥(600639.XSHG),买,6600股,15.07,99462,2019-08-01,13:57:00
2766,2019-07-25,14:40:00,上海贝岭(600171.XSHG),买,6200股,16.11,99882,2019-08-01,10:21:00
2767,2019-07-25,14:40:00,航天电子(600879.XSHG),买,16100股,6.22,100142,2019-08-06,10:24:00
2768,2019-07-25,14:40:00,兴源环境(300266.XSHE),买,25200股,3.96,99792,2019-08-02,09:31:00
2769,2019-07-26,10:54:00,温氏股份(300498.XSHE),卖,-2600股,38.69,(100594),,
2770,2019-07-26,14:40:00,众信旅游(002707.XSHE),买,17100股,5.85,100035,2019-08-02,09:30:00
2771,2019-07-26,14:40:00,顾家家居(603816.XSHG),买,3100股,31.59,97929,2019-08-02,09:31:00
2772,2019-07-26,14:40:00,中国石油(601857.XSHG),买,15200股,6.57,99864,2019-08-06,09:30:00
2773,2019-07-26,14:40:00,兖州煤业(600188.XSHG),买,9600股,10.39,99744,2019-08-05,13:59:00
2774,2019-07-26,14:40:00,天音控股(000829.XSHE),买,18200股,5.50,100100,2019-08-06,10:06:00
2775,2019-07-29,09:31:00,洲际油气(600759.XSHG),卖,-29000股,3.41,(98890),,
2776,2019-07-29,14:40:00,贵州百灵(002424.XSHE),买,11200股,8.91,99792,2019-08-05,14:49:00
2777,2019-07-29,14:40:00,方大特钢(600507.XSHG),买,10900股,9.12,99408,2019-08-05,13:41:00
2778,2019-07-29,14:40:00,华友钴业(603799.XSHG),买,4500股,21.94,98730,2019-08-06,09:30:00
2779,2019-07-29,14:40:00,风华高科(000636.XSHE),买,9400股,10.63,99922,2019-08-06,09:41:00
2780,2019-07-29,14:40:00,大富科技(300134.XSHE),买,7000股,14.22,99540,2019-08-06,09:30:00
2781,2019-07-30,14:40:00,锦江股份(600754.XSHG),买,4000股,24.45,97800,2019-08-06,09:47:00
2782,2019-07-30,14:40:00,养元饮品(603156.XSHG),买,2900股,33.77,97933,2019-08-05,14:06:00
2783,2019-07-30,14:40:00,海天味业(603288.XSHG),买,900股,100.74,90666,2019-08-01,11:15:00
2784,2019-07-30,14:40:00,吉比特(603444.XSHG),买,400股,226.34,90536,2019-08-02,10:13:00
2785,2019-07-30,14:40:00,荣盛石化(002493.XSHE),买,8500股,11.65,99025,2019-08-06,09:31:00
2786,2019-07-31,09:43:00,国投资本(600061.XSHG),卖,-7100股,13.48,(95708),,
2787,2019-07-31,14:40:00,东阿阿胶(000423.XSHE),买,3000股,33.35,100050,2019-08-05,09:35:00
2788,2019-07-31,14:40:00,大商股份(600694.XSHG),买,3600股,27.28,98208,2019-08-06,09:30:00
2789,2019-07-31,14:40:00,大族激光(002008.XSHE),买,3400股,29.22,99348,2019-08-01,09:31:00
2790,2019-08-01,09:30:00,乐普医疗(300003.XSHE),卖,-4600股,23.97,(110262),,
2791,2019-08-01,09:30:00,中国长城(000066.XSHE),卖,-10600股,9.34,(99004),,
2792,2019-08-01,09:31:00,特锐德(300001.XSHE),卖,-5100股,18.58,(94758),,
2793,2019-08-01,09:31:00,大族激光(002008.XSHE),卖,-3400股,27.58,(93772),,
2794,2019-08-01,10:21:00,上海贝岭(600171.XSHG),卖,-6200股,15.35,(95170),,
2795,2019-08-01,10:44:00,中金岭南(000060.XSHE),卖,-22300股,4.26,(94998),,
2796,2019-08-01,11:15:00,海天味业(603288.XSHG),卖,-900股,95.37,(85833),,
2797,2019-08-01,13:57:00,浦东金桥(600639.XSHG),卖,-6600股,14.41,(95106),,
2798,2019-08-01,14:40:00,飞科电器(603868.XSHG),买,2700股,36.55,98685,2019-08-26,09:30:00
2799,2019-08-01,14:40:00,蓝帆医疗(002382.XSHE),买,7600股,13.12,99712,2019-08-06,09:30:00
2800,2019-08-01,14:40:00,中国巨石(600176.XSHG),买,11200股,8.87,99344,2019-08-06,09:31:00
2801,2019-08-01,14:40:00,片仔癀(600436.XSHG),买,900股,103.90,93510,2019-08-09,10:44:00
2802,2019-08-01,14:40:00,时代新材(600458.XSHG),买,10900股,9.18,100062,2019-08-06,09:30:00
2803,2019-08-02,09:30:00,中国太保(601601.XSHG),卖,-2600股,37.46,(97396),,
2804,2019-08-02,09:30:00,通威股份(600438.XSHG),卖,-7400股,13.87,(102638),,
2805,2019-08-02,09:30:00,陆家嘴(600663.XSHG),卖,-6700股,14.26,(95542),,
2806,2019-08-02,09:30:00,南方航空(600029.XSHG),卖,-13300股,6.96,(92568),,
2807,2019-08-02,09:30:00,新城控股(601155.XSHG),卖,-3700股,25.27,(93499),,
2808,2019-08-02,09:30:00,圆通速递(600233.XSHG),卖,-8300股,12.50,(103750),,
2809,2019-08-02,09:30:00,众信旅游(002707.XSHE),卖,-17100股,5.48,(93708),,
2810,2019-08-02,09:31:00,深圳华强(000062.XSHE),卖,-7600股,12.71,(96596),,
2811,2019-08-02,09:31:00,招商证券(600999.XSHG),卖,-5800股,16.14,(93612),,
2812,2019-08-02,09:31:00,欣旺达(300207.XSHE),卖,-8300股,11.79,(97857),,
2813,2019-08-02,09:31:00,兴源环境(300266.XSHE),卖,-25200股,3.76,(94752),,
2814,2019-08-02,09:31:00,顾家家居(603816.XSHG),卖,-3100股,30.11,(93341),,
2815,2019-08-02,09:59:00,绝味食品(603517.XSHG),卖,-2600股,36.85,(95810),,
2816,2019-08-02,10:13:00,吉比特(603444.XSHG),卖,-400股,214.29,(85716),,
2817,2019-08-02,11:06:00,大北农(002385.XSHE),卖,-18200股,5.24,(95368),,
2818,2019-08-02,14:40:00,中新药业(600329.XSHG),买,7600股,13.12,99712,2019-09-23,09:34:00
2819,2019-08-02,14:40:00,新华文轩(601811.XSHG),买,9000股,11.02,99180,2019-08-06,09:34:00
2820,2019-08-02,14:40:00,巨化股份(600160.XSHG),买,12500股,7.99,99875,2019-08-06,09:32:00
2821,2019-08-02,14:40:00,中化国际(600500.XSHG),买,18000股,5.54,99720,2019-08-06,10:04:00
2822,2019-08-05,09:35:00,东阿阿胶(000423.XSHE),卖,-3000股,31.65,(94950),,
2823,2019-08-05,09:37:00,通化东宝(600867.XSHG),卖,-6500股,14.90,(96850),,
2824,2019-08-05,10:53:00,浦发银行(600000.XSHG),卖,-8600股,11.26,(96836),,
2825,2019-08-05,13:41:00,方大特钢(600507.XSHG),卖,-10900股,8.70,(94830),,
2826,2019-08-05,13:59:00,兖州煤业(600188.XSHG),卖,-9600股,9.86,(94656),,
2827,2019-08-05,14:06:00,养元饮品(603156.XSHG),卖,-2900股,32.08,(93032),,
2828,2019-08-05,14:40:00,正邦科技(002157.XSHE),买,4800股,20.65,99120,2019-08-08,14:04:00
2829,2019-08-05,14:40:00,洛阳钼业(603993.XSHG),买,28000股,3.57,99960,2019-08-06,10:27:00
2830,2019-08-05,14:40:00,滨化股份(601678.XSHG),买,15200股,6.58,100016,2019-08-06,09:50:00
2831,2019-08-05,14:49:00,贵州百灵(002424.XSHE),卖,-11200股,8.80,(98560),,
2832,2019-08-06,09:30:00,白云机场(600004.XSHG),卖,-5700股,16.83,(95931),,
2833,2019-08-06,09:30:00,中文传媒(600373.XSHG),卖,-7900股,12.33,(97407),,
2834,2019-08-06,09:30:00,歌华有线(600037.XSHG),卖,-10000股,9.39,(93900),,
2835,2019-08-06,09:30:00,露天煤业(002128.XSHE),卖,-11900股,8.08,(96152),,
2836,2019-08-06,09:30:00,中国石油(601857.XSHG),卖,-15200股,6.16,(93632),,
2837,2019-08-06,09:30:00,华友钴业(603799.XSHG),卖,-4500股,23.02,(103590),,
2838,2019-08-06,09:30:00,大富科技(300134.XSHE),卖,-7000股,14.53,(101710),,
2839,2019-08-06,09:30:00,大商股份(600694.XSHG),卖,-3600股,25.67,(92412),,
2840,2019-08-06,09:30:00,蓝帆医疗(002382.XSHE),卖,-7600股,12.44,(94544),,
2841,2019-08-06,09:30:00,时代新材(600458.XSHG),卖,-10900股,8.70,(94830),,
2842,2019-08-06,09:31:00,中公教育(002607.XSHE),卖,-7100股,13.08,(92868),,
2843,2019-08-06,09:31:00,美亚光电(002690.XSHE),卖,-3100股,29.83,(92473),,
2844,2019-08-06,09:31:00,荣盛石化(002493.XSHE),卖,-8500股,11.28,(95880),,
2845,2019-08-06,09:31:00,中国巨石(600176.XSHG),卖,-11200股,8.40,(94080),,
2846,2019-08-06,09:32:00,巨化股份(600160.XSHG),卖,-12500股,7.58,(94750),,
2847,2019-08-06,09:34:00,新华文轩(601811.XSHG),卖,-9000股,10.43,(93870),,
2848,2019-08-06,09:41:00,长江传媒(600757.XSHG),卖,-14700股,6.52,(95844),,
2849,2019-08-06,09:41:00,风华高科(000636.XSHE),卖,-9400股,10.12,(95128),,
2850,2019-08-06,09:47:00,锦江股份(600754.XSHG),卖,-4000股,23.18,(92720),,
2851,2019-08-06,09:50:00,滨化股份(601678.XSHG),卖,-15200股,6.24,(94848),,
2852,2019-08-06,10:04:00,中化国际(600500.XSHG),卖,-18000股,5.25,(94500),,
2853,2019-08-06,10:06:00,天音控股(000829.XSHE),卖,-18200股,5.28,(96096),,
2854,2019-08-06,10:16:00,国电电力(600795.XSHG),卖,-39600股,2.46,(97416),,
2855,2019-08-06,10:24:00,航天电子(600879.XSHG),卖,-16100股,5.96,(95956),,
2856,2019-08-06,10:27:00,洛阳钼业(603993.XSHG),卖,-28000股,3.38,(94640),,
2857,2019-08-07,10:20:00,隆平高科(000998.XSHE),卖,-7200股,13.08,(94176),,
2858,2019-08-07,14:40:00,长城证券(002939.XSHE),买,6900股,14.32,98808,2019-08-15,09:30:00
2859,2019-08-07,14:40:00,华林证券(002945.XSHE),买,6100股,16.33,99613,2019-08-15,09:30:00
2860,2019-08-07,14:40:00,湖南黄金(002155.XSHE),买,10100股,9.82,99182,2019-08-14,09:31:00
2861,2019-08-07,14:40:00,建投能源(000600.XSHE),买,16200股,6.16,99792,2019-08-09,13:44:00
2862,2019-08-08,14:04:00,正邦科技(002157.XSHE),卖,-4800股,19.59,(94032),,
2863,2019-08-08,14:40:00,凯莱英(002821.XSHE),买,1000股,99.93,99930,2019-09-11,14:24:00
2864,2019-08-08,14:40:00,海天味业(603288.XSHG),买,1000股,99.03,99030,2019-09-17,14:01:00
2865,2019-08-08,14:40:00,粤泰股份(600393.XSHG),买,38600股,2.59,99974,2019-08-14,10:37:00
