,date,time,stock,style,volumns,price,total_b,sell_date,sell_time
0,2018-01-02,14:40:00,中远海特(600428.XSHG),买,17400股,5.75,100050,2018-02-01,10:23:00
1,2018-01-02,14:40:00,南玻A(000012.XSHE),买,11500股,8.65,99475,2018-01-31,14:14:00
2,2018-01-02,14:40:00,招商证券(600999.XSHG),买,5600股,17.61,98616,2018-01-16,09:48:00
3,2018-01-02,14:40:00,国信证券(002736.XSHE),买,9100股,10.92,99372,2018-01-30,10:58:00
4,2018-01-03,14:40:00,国电南瑞(600406.XSHG),买,5300股,18.61,98633,2018-01-12,11:23:00
5,2018-01-03,14:40:00,东阳光科(600673.XSHG),买,14800股,6.75,99900,2018-01-31,13:12:00
6,2018-01-03,14:40:00,莱宝高科(002106.XSHE),买,9600股,10.35,99360,2018-01-10,11:24:00
7,2018-01-03,14:40:00,陆家嘴(600663.XSHG),买,5100股,19.43,99093,2018-01-09,14:18:00
8,2018-01-03,14:40:00,天坛生物(600161.XSHG),买,3300股,30.15,99495,2018-01-17,09:49:00
9,2018-01-04,14:40:00,美亚光电(002690.XSHE),买,5100股,19.34,98634,2018-01-08,13:30:00
10,2018-01-04,14:40:00,置信电气(600517.XSHG),买,15200股,6.58,100016,2018-01-10,13:34:00
11,2018-01-04,14:40:00,东方通信(600776.XSHG),买,13500股,7.38,99630,2018-01-15,13:42:00
12,2018-01-04,14:40:00,天士力(600535.XSHG),买,2700股,36.12,97524,2018-02-01,10:43:00
13,2018-01-05,14:40:00,口子窖(603589.XSHG),买,2200股,45.31,99682,2018-01-19,13:18:00
14,2018-01-05,14:40:00,紫鑫药业(002118.XSHE),买,12700股,7.88,100076,2018-01-12,14:54:00
15,2018-01-05,14:40:00,中兴通讯(000063.XSHE),买,2700股,36.02,97254,2018-01-17,10:25:00
16,2018-01-05,14:40:00,卫士通(002268.XSHE),买,4200股,23.53,98826,2018-01-15,14:23:00
17,2018-01-08,13:30:00,美亚光电(002690.XSHE),卖,-5100股,18.33,(93483),,
18,2018-01-08,14:40:00,中央商场(600280.XSHG),买,12200股,8.18,99796,2018-01-15,14:45:00
19,2018-01-08,14:40:00,国投资本(600061.XSHG),买,7400股,13.53,100122,2018-01-31,09:57:00
20,2018-01-08,14:40:00,天夏智慧(000662.XSHE),买,6700股,14.86,99562,2018-01-31,13:57:00
21,2018-01-08,14:40:00,安通控股(600179.XSHG),买,3800股,26.10,99180,2018-01-16,13:50:00
22,2018-01-09,14:18:00,陆家嘴(600663.XSHG),卖,-5100股,20.23,(103173),,
23,2018-01-09,14:40:00,南京新百(600682.XSHG),买,2600股,37.71,98046,2018-02-01,10:05:00
24,2018-01-09,14:40:00,兴源环境(300266.XSHE),买,3800股,26.28,99864,2018-01-16,14:33:00
25,2018-01-09,14:40:00,长江电力(600900.XSHG),买,6100股,16.22,98942,2018-02-09,10:47:00
26,2018-01-09,14:40:00,红日药业(300026.XSHE),买,23100股,4.33,100023,2018-01-31,09:30:00
27,2018-01-10,11:24:00,莱宝高科(002106.XSHE),卖,-9600股,9.82,(94272),,
28,2018-01-10,13:34:00,置信电气(600517.XSHG),卖,-15200股,6.25,(95000),,
29,2018-01-10,14:40:00,中航机电(002013.XSHE),买,9200股,10.78,99176,2018-01-15,14:34:00
30,2018-01-10,14:40:00,首航节能(002665.XSHE),买,15400股,6.48,99792,2018-01-16,13:07:00
31,2018-01-10,14:40:00,启迪桑德(000826.XSHE),买,3000股,33.20,99600,2018-01-15,14:44:00
32,2018-01-11,14:40:00,九鼎投资(600053.XSHG),买,4100股,24.16,99056,2018-01-29,13:41:00
33,2018-01-11,14:40:00,光迅科技(002281.XSHE),买,3100股,31.94,99014,2018-01-15,09:38:00
34,2018-01-11,14:40:00,中天科技(600522.XSHG),买,7000股,14.15,99050,2018-01-15,09:38:00
35,2018-01-12,11:23:00,国电南瑞(600406.XSHG),卖,-5300股,17.58,(93174),,
36,2018-01-12,14:40:00,三七互娱(002555.XSHE),买,5000股,19.93,99650,2018-01-15,10:58:00
37,2018-01-12,14:40:00,中国平安(601318.XSHG),买,1300股,74.01,96213,2018-01-29,11:17:00
38,2018-01-12,14:40:00,太平鸟(603877.XSHG),买,3900股,25.58,99762,2018-02-02,09:33:00
39,2018-01-12,14:40:00,安琪酵母(600298.XSHG),买,2900股,33.60,97440,2018-01-22,09:40:00
40,2018-01-12,14:54:00,紫鑫药业(002118.XSHE),卖,-12700股,7.50,(95250),,
41,2018-01-15,09:38:00,光迅科技(002281.XSHE),卖,-3100股,30.22,(93682),,
42,2018-01-15,09:38:00,中天科技(600522.XSHG),卖,-7000股,13.40,(93800),,
43,2018-01-15,10:58:00,三七互娱(002555.XSHE),卖,-5000股,18.89,(94450),,
44,2018-01-15,13:42:00,东方通信(600776.XSHG),卖,-13500股,7.34,(99090),,
45,2018-01-15,14:23:00,卫士通(002268.XSHE),卖,-4200股,23.08,(96936),,
46,2018-01-15,14:34:00,中航机电(002013.XSHE),卖,-9200股,10.24,(94208),,
47,2018-01-15,14:40:00,石基信息(002153.XSHE),买,3800股,25.89,98382,2018-01-17,09:47:00
48,2018-01-15,14:40:00,安洁科技(002635.XSHE),买,4400股,22.72,99968,2018-01-16,14:45:00
49,2018-01-15,14:40:00,三七互娱(002555.XSHE),买,5300股,18.80,99640,2018-01-16,10:17:00
50,2018-01-15,14:44:00,启迪桑德(000826.XSHE),卖,-3000股,31.54,(94620),,
51,2018-01-15,14:45:00,中央商场(600280.XSHG),卖,-12200股,7.81,(95282),,
52,2018-01-16,09:48:00,招商证券(600999.XSHG),卖,-5600股,17.59,(98504),,
53,2018-01-16,10:17:00,三七互娱(002555.XSHE),卖,-5300股,17.97,(95241),,
54,2018-01-16,13:07:00,首航节能(002665.XSHE),卖,-15400股,6.37,(98098),,
55,2018-01-16,13:50:00,安通控股(600179.XSHG),卖,-3800股,26.97,(102486),,
56,2018-01-16,14:33:00,兴源环境(300266.XSHE),卖,-3800股,24.92,(94696),,
57,2018-01-16,14:40:00,复星医药(600196.XSHG),买,2100股,45.77,96117,2018-01-18,13:39:00
58,2018-01-16,14:40:00,新华保险(601336.XSHG),买,1500股,66.67,100005,2018-01-19,09:33:00
59,2018-01-16,14:40:00,王府井(600859.XSHG),买,4400股,22.63,99572,2018-01-29,10:08:00
60,2018-01-16,14:40:00,苏泊尔(002032.XSHE),买,2300股,42.36,97428,2018-01-29,11:19:00
61,2018-01-16,14:45:00,安洁科技(002635.XSHE),卖,-4400股,21.55,(94820),,
62,2018-01-17,09:47:00,石基信息(002153.XSHE),卖,-3800股,24.43,(92834),,
63,2018-01-17,09:49:00,天坛生物(600161.XSHG),卖,-3300股,28.58,(94314),,
64,2018-01-17,10:25:00,中兴通讯(000063.XSHE),卖,-2700股,36.61,(98847),,
65,2018-01-17,14:40:00,分众传媒(002027.XSHE),买,7200股,13.76,99072,2018-01-19,13:36:00
66,2018-01-17,14:40:00,莱宝高科(002106.XSHE),买,9600股,10.34,99264,2018-01-31,09:57:00
67,2018-01-17,14:40:00,刚泰控股(600687.XSHG),买,8500股,11.69,99365,2018-01-30,09:31:00
68,2018-01-18,13:39:00,复星医药(600196.XSHG),卖,-2100股,43.75,(91875),,
69,2018-01-18,14:40:00,海正药业(600267.XSHG),买,6300股,15.76,99288,2018-01-23,10:38:00
70,2018-01-18,14:40:00,新湖中宝(600208.XSHG),买,18900股,5.28,99792,2018-02-01,10:58:00
71,2018-01-18,14:40:00,光明乳业(600597.XSHG),买,6300股,15.71,98973,2018-01-25,14:57:00
72,2018-01-19,09:33:00,新华保险(601336.XSHG),卖,-1500股,62.92,(94380),,
73,2018-01-19,13:18:00,口子窖(603589.XSHG),卖,-2200股,49.17,(108174),,
74,2018-01-19,13:36:00,分众传媒(002027.XSHE),卖,-7200股,13.03,(93816),,
75,2018-01-19,14:40:00,游族网络(002174.XSHE),买,4300股,22.79,97997,2018-02-01,10:03:00
76,2018-01-19,14:40:00,奥瑞金(002701.XSHE),买,16500股,6.07,100155,2018-02-01,10:04:00
77,2018-01-19,14:40:00,完美世界(002624.XSHE),买,3200股,31.07,99424,2018-01-29,09:55:00
78,2018-01-19,14:40:00,上海家化(600315.XSHG),买,2800股,34.57,96796,2018-02-01,10:40:00
79,2018-01-22,09:40:00,安琪酵母(600298.XSHG),卖,-2900股,34.57,(100253),,
80,2018-01-22,14:40:00,中国动力(600482.XSHG),买,4100股,24.07,98687,2018-02-02,09:39:00
81,2018-01-22,14:40:00,中国电影(600977.XSHG),买,6100股,16.17,98637,2018-02-01,13:11:00
82,2018-01-22,14:40:00,国电南瑞(600406.XSHG),买,5600股,17.58,98448,2018-01-31,09:33:00
83,2018-01-22,14:40:00,汇川技术(300124.XSHE),买,3700股,27.02,99974,2018-02-01,14:32:00
84,2018-01-22,14:40:00,锦龙股份(000712.XSHE),买,5900股,16.72,98648,2018-01-31,13:33:00
85,2018-01-23,10:38:00,海正药业(600267.XSHG),卖,-6300股,14.95,(94185),,
86,2018-01-23,14:40:00,航天电子(600879.XSHG),买,13100股,7.64,100084,2018-01-31,10:32:00
87,2018-01-23,14:40:00,南山铝业(600219.XSHG),买,27300股,3.66,99918,2018-02-01,11:20:00
88,2018-01-23,14:40:00,启迪桑德(000826.XSHE),买,3100股,32.01,99231,2018-01-31,13:53:00
89,2018-01-23,14:40:00,水晶光电(002273.XSHE),买,4700股,21.08,99076,2018-01-29,10:09:00
90,2018-01-24,14:40:00,西藏珠峰(600338.XSHG),买,2500股,38.95,97375,2018-01-26,14:21:00
91,2018-01-24,14:40:00,思源电气(002028.XSHE),买,6700股,14.86,99562,2018-03-15,09:47:00
92,2018-01-24,14:40:00,和佳股份(300273.XSHE),买,11100股,9.00,99900,2018-01-31,10:25:00
93,2018-01-24,14:40:00,安图生物(603658.XSHG),买,2000股,48.84,97680,2018-01-29,09:37:00
94,2018-01-24,14:40:00,视源股份(002841.XSHE),买,1400股,69.56,97384,2018-02-01,09:30:00
95,2018-01-25,14:40:00,清新环境(002573.XSHE),买,4800股,20.79,99792,2018-02-02,09:30:00
96,2018-01-25,14:40:00,时代新材(600458.XSHG),买,10200股,9.74,99348,2018-01-31,09:31:00
97,2018-01-25,14:40:00,人福医药(600079.XSHG),买,5500股,18.03,99165,2018-01-30,10:06:00
98,2018-01-25,14:40:00,东江环保(002672.XSHE),买,6200股,15.93,98766,2018-02-01,09:30:00
99,2018-01-25,14:40:00,北新建材(000786.XSHE),买,3900股,25.04,97656,2018-01-31,09:31:00
100,2018-01-25,14:57:00,光明乳业(600597.XSHG),卖,-6300股,14.98,(94374),,
101,2018-01-26,14:21:00,西藏珠峰(600338.XSHG),卖,-2500股,36.95,(92375),,
102,2018-01-26,14:40:00,达安基因(002030.XSHE),买,5600股,17.69,99064,2018-01-31,09:54:00
103,2018-01-26,14:40:00,沪电股份(002463.XSHE),买,20900股,4.79,100111,2018-01-31,09:54:00
104,2018-01-26,14:40:00,塔牌集团(002233.XSHE),买,8100股,12.25,99225,2018-01-31,09:54:00
105,2018-01-26,14:40:00,中天科技(600522.XSHG),买,7800股,12.70,99060,2018-01-29,11:08:00
106,2018-01-29,09:37:00,安图生物(603658.XSHG),卖,-2000股,46.56,(93120),,
107,2018-01-29,09:55:00,完美世界(002624.XSHE),卖,-3200股,31.32,(100224),,
108,2018-01-29,10:08:00,王府井(600859.XSHG),卖,-4400股,21.86,(96184),,
109,2018-01-29,10:09:00,水晶光电(002273.XSHE),卖,-4700股,20.37,(95739),,
110,2018-01-29,11:08:00,中天科技(600522.XSHG),卖,-7800股,12.02,(93756),,
111,2018-01-29,11:17:00,中国平安(601318.XSHG),卖,-1300股,74.72,(97136),,
112,2018-01-29,11:19:00,苏泊尔(002032.XSHE),卖,-2300股,44.16,(101568),,
113,2018-01-29,13:41:00,九鼎投资(600053.XSHG),卖,-4100股,23.74,(97334),,
114,2018-01-29,14:40:00,巨人网络(002558.XSHE),买,2900股,34.09,98861,2018-01-31,13:49:00
115,2018-01-29,14:40:00,骆驼股份(601311.XSHG),买,7700股,12.87,99099,2018-02-01,10:46:00
116,2018-01-29,14:40:00,东方航空(600115.XSHG),买,12000股,8.34,100080,2018-02-02,13:19:00
117,2018-01-29,14:40:00,铁龙物流(600125.XSHG),买,9900股,10.10,99990,2018-02-01,10:04:00
118,2018-01-30,09:31:00,刚泰控股(600687.XSHG),卖,-8500股,11.43,(97155),,
119,2018-01-30,10:06:00,人福医药(600079.XSHG),卖,-5500股,17.11,(94105),,
120,2018-01-30,10:58:00,国信证券(002736.XSHE),卖,-9100股,12.94,(117754),,
121,2018-01-30,14:40:00,金风科技(002202.XSHE),买,5400股,18.32,98928,2018-02-01,10:23:00
122,2018-01-30,14:40:00,银亿股份(000981.XSHE),买,11800股,8.42,99356,2018-02-01,10:46:00
123,2018-01-30,14:40:00,诚志股份(000990.XSHE),买,5800股,17.15,99470,2018-02-02,09:36:00
124,2018-01-30,14:40:00,兴源环境(300266.XSHE),买,4000股,24.54,98160,2018-02-01,13:17:00
125,2018-01-30,14:40:00,亿帆医药(002019.XSHE),买,4700股,21.22,99734,2018-02-01,13:11:00
126,2018-01-31,09:30:00,红日药业(300026.XSHE),卖,-23100股,4.14,(95634),,
127,2018-01-31,09:30:00,清新环境(002573.XSHE),卖,-0股,--,(0),,
128,2018-01-31,09:31:00,时代新材(600458.XSHG),卖,-10200股,9.19,(93738),,
129,2018-01-31,09:31:00,北新建材(000786.XSHE),卖,-3900股,24.20,(94380),,
130,2018-01-31,09:33:00,国电南瑞(600406.XSHG),卖,-5600股,17.09,(95704),,
131,2018-01-31,09:54:00,达安基因(002030.XSHE),卖,-5600股,16.73,(93688),,
132,2018-01-31,09:54:00,沪电股份(002463.XSHE),卖,-20900股,4.54,(94886),,
133,2018-01-31,09:54:00,塔牌集团(002233.XSHE),卖,-8100股,11.61,(94041),,
134,2018-01-31,09:57:00,国投资本(600061.XSHG),卖,-7400股,13.44,(99456),,
135,2018-01-31,09:57:00,莱宝高科(002106.XSHE),卖,-9600股,9.80,(94080),,
136,2018-01-31,10:25:00,和佳股份(300273.XSHE),卖,-11100股,8.55,(94905),,
137,2018-01-31,10:32:00,航天电子(600879.XSHG),卖,-13100股,7.62,(99822),,
138,2018-01-31,13:12:00,东阳光科(600673.XSHG),卖,-14800股,7.77,(114996),,
139,2018-01-31,13:33:00,锦龙股份(000712.XSHE),卖,-5900股,16.30,(96170),,
140,2018-01-31,13:49:00,巨人网络(002558.XSHE),卖,-2900股,32.34,(93786),,
141,2018-01-31,13:53:00,启迪桑德(000826.XSHE),卖,-3100股,30.35,(94085),,
142,2018-01-31,13:57:00,天夏智慧(000662.XSHE),卖,-6700股,14.20,(95140),,
143,2018-01-31,14:14:00,南玻A(000012.XSHE),卖,-11500股,8.67,(99705),,
144,2018-01-31,14:40:00,西藏珠峰(600338.XSHG),买,2900股,34.19,99151,2018-02-01,09:37:00
145,2018-01-31,14:40:00,东华能源(002221.XSHE),买,7900股,12.56,99224,2018-02-01,13:15:00
146,2018-01-31,14:40:00,江特电机(002176.XSHE),买,10200股,9.77,99654,2018-02-01,11:27:00
147,2018-01-31,14:40:00,江西铜业(600362.XSHG),买,4900股,20.37,99813,2018-02-01,14:30:00
148,2018-02-01,09:30:00,视源股份(002841.XSHE),卖,-1400股,64.73,(90622),,
149,2018-02-01,09:30:00,清新环境(002573.XSHE),卖,-0股,--,(0),,
150,2018-02-01,09:30:00,东江环保(002672.XSHE),卖,-6200股,15.03,(93186),,
151,2018-02-01,09:37:00,西藏珠峰(600338.XSHG),卖,-2900股,32.26,(93554),,
152,2018-02-01,10:03:00,游族网络(002174.XSHE),卖,-4300股,23.44,(100792),,
153,2018-02-01,10:04:00,奥瑞金(002701.XSHE),卖,-16500股,5.75,(94875),,
154,2018-02-01,10:04:00,铁龙物流(600125.XSHG),卖,-9900股,9.57,(94743),,
155,2018-02-01,10:05:00,南京新百(600682.XSHG),卖,-2600股,36.62,(95212),,
156,2018-02-01,10:23:00,中远海特(600428.XSHG),卖,-17400股,5.76,(100224),,
157,2018-02-01,10:23:00,金风科技(002202.XSHE),卖,-5400股,17.31,(93474),,
158,2018-02-01,10:40:00,上海家化(600315.XSHG),卖,-2800股,33.22,(93016),,
159,2018-02-01,10:43:00,天士力(600535.XSHG),卖,-2700股,35.61,(96147),,
160,2018-02-01,10:46:00,骆驼股份(601311.XSHG),卖,-7700股,12.26,(94402),,
161,2018-02-01,10:46:00,银亿股份(000981.XSHE),卖,-11800股,7.90,(93220),,
162,2018-02-01,10:58:00,新湖中宝(600208.XSHG),卖,-18900股,5.38,(101682),,
163,2018-02-01,11:20:00,南山铝业(600219.XSHG),卖,-27300股,3.49,(95277),,
164,2018-02-01,11:27:00,江特电机(002176.XSHE),卖,-10200股,9.27,(94554),,
165,2018-02-01,13:11:00,中国电影(600977.XSHG),卖,-6100股,15.91,(97051),,
166,2018-02-01,13:11:00,亿帆医药(002019.XSHE),卖,-4700股,20.52,(96444),,
167,2018-02-01,13:15:00,东华能源(002221.XSHE),卖,-7900股,11.91,(94089),,
168,2018-02-01,13:17:00,兴源环境(300266.XSHE),卖,-4000股,23.37,(93480),,
169,2018-02-01,14:30:00,江西铜业(600362.XSHG),卖,-4900股,19.67,(96383),,
170,2018-02-01,14:32:00,汇川技术(300124.XSHE),卖,-3700股,27.43,(101491),,
171,2018-02-01,14:40:00,晋亿实业(601002.XSHG),买,10100股,9.89,99889,2018-02-02,09:31:00
172,2018-02-01,14:40:00,新华保险(601336.XSHG),买,1600股,60.51,96816,2018-02-07,11:21:00
173,2018-02-01,14:40:00,华东医药(000963.XSHE),买,1700股,56.07,95319,2018-02-05,10:33:00
174,2018-02-01,14:40:00,隆平高科(000998.XSHE),买,4000股,24.48,97920,2018-02-06,09:31:00
175,2018-02-01,14:40:00,浪潮信息(000977.XSHE),买,6100股,16.20,98820,2018-02-06,14:42:00
176,2018-02-02,09:30:00,清新环境(002573.XSHE),卖,-4800股,15.93,(76464),,
177,2018-02-02,09:31:00,晋亿实业(601002.XSHG),卖,-10100股,9.25,(93425),,
178,2018-02-02,09:33:00,太平鸟(603877.XSHG),卖,-3900股,27.60,(107640),,
179,2018-02-02,09:36:00,诚志股份(000990.XSHE),卖,-5800股,16.34,(94772),,
180,2018-02-02,09:39:00,中国动力(600482.XSHG),卖,-4100股,23.47,(96227),,
181,2018-02-02,13:19:00,东方航空(600115.XSHG),卖,-12000股,8.03,(96360),,
182,2018-02-02,14:40:00,正泰电器(601877.XSHG),买,3900股,25.16,98124,2018-02-06,13:14:00
183,2018-02-02,14:40:00,宁波银行(002142.XSHE),买,4900股,20.19,98931,2018-02-07,13:57:00
184,2018-02-02,14:40:00,新凤鸣(603225.XSHG),买,2600股,38.05,98930,2018-02-06,11:21:00
185,2018-02-05,10:33:00,华东医药(000963.XSHE),卖,-1700股,53.04,(90168),,
186,2018-02-05,14:40:00,浙江龙盛(600352.XSHG),买,7500股,13.29,99675,2018-02-06,13:07:00
187,2018-02-05,14:40:00,伊利股份(600887.XSHG),买,3000股,33.08,99240,2018-02-07,11:06:00
188,2018-02-05,14:40:00,景旺电子(603228.XSHG),买,2200股,45.16,99352,2018-02-09,10:34:00
189,2018-02-05,14:40:00,双汇发展(000895.XSHE),买,3500股,27.85,97475,2018-02-06,10:03:00
190,2018-02-06,09:31:00,隆平高科(000998.XSHE),卖,-4000股,22.97,(91880),,
191,2018-02-06,10:03:00,双汇发展(000895.XSHE),卖,-3500股,26.39,(92365),,
192,2018-02-06,11:21:00,新凤鸣(603225.XSHG),卖,-2600股,36.04,(93704),,
193,2018-02-06,13:07:00,浙江龙盛(600352.XSHG),卖,-7500股,12.57,(94275),,
194,2018-02-06,13:14:00,正泰电器(601877.XSHG),卖,-3900股,23.97,(93483),,
195,2018-02-06,14:40:00,西藏珠峰(600338.XSHG),买,2700股,36.11,97497,2018-02-08,09:34:00
196,2018-02-06,14:40:00,三一重工(600031.XSHG),买,10900股,9.16,99844,2018-02-07,11:05:00
197,2018-02-06,14:40:00,保利地产(600048.XSHG),买,5600股,17.84,99904,2018-02-07,10:47:00
198,2018-02-06,14:42:00,浪潮信息(000977.XSHE),卖,-6100股,15.39,(93879),,
199,2018-02-07,10:47:00,保利地产(600048.XSHG),卖,-5600股,17.08,(95648),,
200,2018-02-07,11:05:00,三一重工(600031.XSHG),卖,-10900股,8.63,(94067),,
201,2018-02-07,11:06:00,伊利股份(600887.XSHG),卖,-3000股,31.35,(94050),,
202,2018-02-07,11:21:00,新华保险(601336.XSHG),卖,-1600股,58.93,(94288),,
203,2018-02-07,13:57:00,宁波银行(002142.XSHE),卖,-4900股,20.47,(100303),,
204,2018-02-07,14:40:00,柳工(000528.XSHE),买,11600股,8.62,99992,2018-02-09,13:04:00
205,2018-02-08,09:34:00,西藏珠峰(600338.XSHG),卖,-2700股,34.26,(92502),,
206,2018-02-08,14:40:00,凯乐科技(600260.XSHG),买,3400股,28.94,98396,2018-02-09,14:06:00
207,2018-02-08,14:40:00,环旭电子(601231.XSHG),买,7400股,13.48,99752,2018-03-08,09:32:00
208,2018-02-08,14:40:00,风华高科(000636.XSHE),买,9700股,10.30,99910,2018-03-15,13:50:00
209,2018-02-08,14:40:00,宇通客车(600066.XSHG),买,4300股,22.80,98040,2018-03-21,11:09:00
210,2018-02-09,10:34:00,景旺电子(603228.XSHG),卖,-2200股,42.32,(93104),,
211,2018-02-09,10:47:00,长江电力(600900.XSHG),卖,-6100股,15.44,(94184),,
212,2018-02-09,13:04:00,柳工(000528.XSHE),卖,-11600股,8.54,(99064),,
213,2018-02-09,14:06:00,凯乐科技(600260.XSHG),卖,-3400股,27.43,(93262),,
214,2018-02-09,14:40:00,拓普集团(601689.XSHG),买,5200股,19.07,99164,2018-03-14,09:31:00
215,2018-02-09,14:40:00,烽火通信(600498.XSHG),买,3900股,25.33,98787,2018-03-15,13:09:00
216,2018-02-09,14:40:00,紫光国芯(002049.XSHE),买,2800股,34.59,96852,2018-03-14,14:46:00
217,2018-02-09,14:40:00,江特电机(002176.XSHE),买,9900股,10.02,99198,2018-02-14,10:02:00
218,2018-02-09,14:40:00,旋极信息(300324.XSHE),买,6300股,15.79,99477,2018-02-23,10:37:00
219,2018-02-12,14:40:00,巨人网络(002558.XSHE),买,3000股,32.33,96990,2018-03-15,09:30:00
220,2018-02-12,14:40:00,赣锋锂业(002460.XSHE),买,0股,--,0,,
221,2018-02-12,14:40:00,三安光电(600703.XSHG),买,4200股,23.82,100044,2018-03-16,13:14:00
222,2018-02-12,14:40:00,中天科技(600522.XSHG),买,8400股,11.85,99540,2018-03-15,11:24:00
223,2018-02-13,14:40:00,信立泰(002294.XSHE),买,2500股,38.73,96825,2018-02-28,09:30:00
224,2018-02-13,14:40:00,威创股份(002308.XSHE),买,10300股,9.68,99704,2018-03-05,13:35:00
225,2018-02-13,14:40:00,欧普照明(603515.XSHG),买,2200股,44.75,98450,2018-03-19,09:40:00
226,2018-02-13,14:40:00,国轩高科(002074.XSHE),买,5000股,19.73,98650,2018-03-20,10:03:00
227,2018-02-13,14:40:00,崇达技术(002815.XSHE),买,3500股,28.28,98980,2018-03-15,13:05:00
228,2018-02-14,10:02:00,江特电机(002176.XSHE),卖,-9900股,10.14,(100386),,
229,2018-02-14,14:40:00,北方华创(002371.XSHE),买,3500股,28.25,98875,2018-03-14,13:20:00
230,2018-02-14,14:40:00,科伦药业(002422.XSHE),买,4000股,24.90,99600,2018-03-22,10:15:00
231,2018-02-14,14:40:00,棕榈股份(002431.XSHE),买,14000股,7.14,99960,2018-03-23,09:30:00
232,2018-02-14,14:40:00,国机汽车(600335.XSHG),买,10900股,9.13,99517,2018-03-21,09:30:00
233,2018-02-22,14:40:00,美的集团(000333.XSHE),买,1700股,58.25,99025,2018-02-27,11:17:00
234,2018-02-22,14:40:00,大众公用(600635.XSHG),买,24900股,4.01,99849,2018-03-08,09:56:00
235,2018-02-22,14:40:00,博瑞传播(600880.XSHG),买,22800股,4.39,100092,2018-07-02,09:30:00
236,2018-02-22,14:40:00,海正药业(600267.XSHG),买,7400股,13.37,98938,2018-03-23,09:32:00
237,2018-02-22,14:40:00,凤凰传媒(601928.XSHG),买,13100股,7.62,99822,2018-03-23,09:30:00
238,2018-02-23,10:37:00,旋极信息(300324.XSHE),卖,-6300股,15.18,(95634),,
239,2018-02-23,14:40:00,冀东水泥(000401.XSHE),买,7500股,13.35,100125,2018-02-28,09:30:00
240,2018-02-23,14:40:00,迎驾贡酒(603198.XSHG),买,6400股,15.45,98880,2018-03-16,09:33:00
241,2018-02-23,14:40:00,青岛海尔(600690.XSHG),买,4800股,20.66,99168,2018-02-27,11:14:00
242,2018-02-23,14:40:00,九鼎投资(600053.XSHG),买,4700股,21.16,99452,2018-03-23,09:30:00
243,2018-02-23,14:40:00,际华集团(601718.XSHG),买,19400股,5.16,100104,2018-03-23,09:31:00
244,2018-02-26,14:40:00,海南矿业(601969.XSHG),买,13400股,7.47,100098,2018-03-19,09:34:00
245,2018-02-26,14:40:00,号百控股(600640.XSHG),买,7600股,13.17,100092,2018-03-23,09:30:00
246,2018-02-26,14:40:00,上海医药(601607.XSHG),买,4400股,22.34,98296,2018-03-23,09:32:00
247,2018-02-26,14:40:00,北方导航(600435.XSHG),买,10000股,9.98,99800,2018-03-20,09:48:00
248,2018-02-26,14:40:00,益佰制药(600594.XSHG),买,10800股,9.22,99576,2018-03-23,09:30:00
249,2018-02-27,11:14:00,青岛海尔(600690.XSHG),卖,-4800股,19.59,(94032),,
250,2018-02-27,11:17:00,美的集团(000333.XSHE),卖,-1700股,55.24,(93908),,
251,2018-02-27,14:40:00,国药一致(000028.XSHE),买,1700股,55.89,95013,2018-03-23,09:31:00
252,2018-02-27,14:40:00,北新建材(000786.XSHE),买,4100股,24.07,98687,2018-03-05,10:47:00
253,2018-02-27,14:40:00,正泰电器(601877.XSHG),买,4200股,23.68,99456,2018-03-23,09:30:00
254,2018-02-27,14:40:00,古越龙山(600059.XSHG),买,11800股,8.44,99592,2018-03-23,09:33:00
255,2018-02-27,14:40:00,天健集团(000090.XSHE),买,10300股,9.69,99807,2018-03-20,10:18:00
256,2018-02-28,09:30:00,信立泰(002294.XSHE),卖,-2500股,38.12,(95300),,
257,2018-02-28,09:30:00,冀东水泥(000401.XSHE),卖,-7500股,13.44,(100800),,
258,2018-02-28,14:40:00,杰瑞股份(002353.XSHE),买,6800股,14.53,98804,2018-03-06,14:15:00
259,2018-02-28,14:40:00,白银有色(601212.XSHG),买,16300股,6.13,99919,2018-03-19,09:31:00
260,2018-02-28,14:40:00,中国建筑(601668.XSHG),买,10900股,9.16,99844,2018-03-23,09:31:00
261,2018-02-28,14:40:00,长安汽车(000625.XSHE),买,8300股,11.98,99434,2018-03-23,09:31:00
262,2018-02-28,14:40:00,吉比特(603444.XSHG),买,600股,156.22,93732,2018-03-15,10:26:00
263,2018-03-01,14:40:00,中远海能(600026.XSHG),买,17600股,5.66,99616,2018-03-23,09:31:00
264,2018-03-01,14:40:00,中国中铁(601390.XSHG),买,13100股,7.61,99691,2018-03-23,09:31:00
265,2018-03-01,14:40:00,威孚高科(000581.XSHE),买,4200股,23.68,99456,2018-03-20,09:30:00
266,2018-03-01,14:40:00,国投资本(600061.XSHG),买,8000股,12.38,99040,2018-03-23,09:30:00
267,2018-03-01,14:40:00,江苏有线(600959.XSHG),买,13200股,7.54,99528,2018-03-23,09:30:00
268,2018-03-02,14:40:00,中远海控(601919.XSHG),买,16700股,5.99,100033,2018-03-20,10:40:00
269,2018-03-02,14:40:00,中信证券(600030.XSHG),买,5500股,17.94,98670,2018-03-19,09:36:00
270,2018-03-02,14:40:00,蓝色光标(300058.XSHE),买,13200股,7.56,99792,2018-03-16,10:09:00
